"Step","[-lr x100 + full run] additional_embedder_embedding_only_Qwen2.5-7B-z81onjbd - val/f1_score","[-lr x100 + full run] additional_embedder_embedding_only_Qwen2.5-7B-z81onjbd - val/f1_score__MIN","[-lr x100 + full run] additional_embedder_embedding_only_Qwen2.5-7B-z81onjbd - val/f1_score__MAX","[-bert-cls] additional_embedder_bert_Qwen2.5-7B-unjwg5m0 - val/f1_score","[-bert-cls] additional_embedder_bert_Qwen2.5-7B-unjwg5m0 - val/f1_score__MIN","[-bert-cls] additional_embedder_bert_Qwen2.5-7B-unjwg5m0 - val/f1_score__MAX","[-freeze self.embedding] additional_embedder_embedding_only_Qwen2.5-7B-gf084j3h - val/f1_score","[-freeze self.embedding] additional_embedder_embedding_only_Qwen2.5-7B-gf084j3h - val/f1_score__MIN","[-freeze self.embedding] additional_embedder_embedding_only_Qwen2.5-7B-gf084j3h - val/f1_score__MAX","[+compress=5] additional_embedder_embedding_only_Qwen2.5-7B-dbcxnmyo - val/f1_score","[+compress=5] additional_embedder_embedding_only_Qwen2.5-7B-dbcxnmyo - val/f1_score__MIN","[+compress=5] additional_embedder_embedding_only_Qwen2.5-7B-dbcxnmyo - val/f1_score__MAX","[-higher lr] additional_embedder_embedding_only_Qwen2.5-7B-t0w8nkkj - val/f1_score","[-higher lr] additional_embedder_embedding_only_Qwen2.5-7B-t0w8nkkj - val/f1_score__MIN","[-higher lr] additional_embedder_embedding_only_Qwen2.5-7B-t0w8nkkj - val/f1_score__MAX","[+10k/100] additional_embedder_embedding_only_Qwen2.5-7B-pnqv9heu - val/f1_score","[+10k/100] additional_embedder_embedding_only_Qwen2.5-7B-pnqv9heu - val/f1_score__MIN","[+10k/100] additional_embedder_embedding_only_Qwen2.5-7B-pnqv9heu - val/f1_score__MAX","[-copy=False] additional_embedder_embedding_only_Qwen2.5-7B-vqbv01nd - val/f1_score","[-copy=False] additional_embedder_embedding_only_Qwen2.5-7B-vqbv01nd - val/f1_score__MIN","[-copy=False] additional_embedder_embedding_only_Qwen2.5-7B-vqbv01nd - val/f1_score__MAX","[-1000/250->10 true] additional_embedder_embedding_only_Qwen2.5-7B-qihrorzw - val/f1_score","[-1000/250->10 true] additional_embedder_embedding_only_Qwen2.5-7B-qihrorzw - val/f1_score__MIN","[-1000/250->10 true] additional_embedder_embedding_only_Qwen2.5-7B-qihrorzw - val/f1_score__MAX","[longest overfit] additional_embedder_embedding_only_Qwen2.5-7B-622prjqm - val/f1_score","[longest overfit] additional_embedder_embedding_only_Qwen2.5-7B-622prjqm - val/f1_score__MIN","[longest overfit] additional_embedder_embedding_only_Qwen2.5-7B-622prjqm - val/f1_score__MAX","[val!=train] additional_embedder_embedding_only_Qwen2.5-7B-rlb0stoo - val/f1_score","[val!=train] additional_embedder_embedding_only_Qwen2.5-7B-rlb0stoo - val/f1_score__MIN","[val!=train] additional_embedder_embedding_only_Qwen2.5-7B-rlb0stoo - val/f1_score__MAX"
"2202","","","","","","","","","","","","","","","","","","","0.2049047619047619","0.2049047619047619","0.2049047619047619","0.18805627705627712","0.18805627705627712","0.18805627705627712","","","","","",""
"2505","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17520695970695968","0.17520695970695968","0.17520695970695968"
"2600","0.20807936507936506","0.20807936507936506","0.20807936507936506","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2607","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17520695970695968","0.17520695970695968","0.17520695970695968"
"3208","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16659290709290708","0.16659290709290708","0.16659290709290708"
"3302","","","","0.19041341991341995","0.19041341991341995","0.19041341991341995","0.2491904761904762","0.2491904761904762","0.2491904761904762","0.2882467532467533","0.2882467532467533","0.2882467532467533","0.20452380952380952","0.20452380952380952","0.20452380952380952","0.21807142857142858","0.21807142857142858","0.21807142857142858","","","","","","","","","","","",""
"3304","","","","","","","","","","","","","","","","","","","","","","0.20869841269841266","0.20869841269841266","0.20869841269841266","","","","","",""
"3809","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16492096792096791","0.16492096792096791","0.16492096792096791"
"3911","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16492096792096791","0.16492096792096791","0.16492096792096791"
"4403","","","","","","","0.2053809523809524","0.2053809523809524","0.2053809523809524","0.24377056277056283","0.24377056277056283","0.24377056277056283","","","","0.2124047619047619","0.2124047619047619","0.2124047619047619","","","","","","","","","","","",""
"4512","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1455049395049395","0.1455049395049395","0.1455049395049395"
"5113","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14632634032634034","0.14632634032634034","0.14632634032634034"
"5201","0.21496031746031746","0.21496031746031746","0.21496031746031746","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5504","","","","","","","0.19230952380952382","0.19230952380952382","0.19230952380952382","0.20526190476190476","0.20526190476190476","0.20526190476190476","","","","","","","","","","","","","","","","","",""
"6605","","","","","","","","","","0.226452380952381","0.226452380952381","0.226452380952381","","","","","","","","","","","","","","","","","",""
"7706","","","","","","","","","","0.23531746031746031","0.23531746031746031","0.23531746031746031","","","","","","","","","","","","","","","","","",""
"7802","0.17742857142857144","0.17742857142857144","0.17742857142857144","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10403","0.20365079365079367","0.20365079365079367","0.20365079365079367","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13004","0.2245952380952381","0.2245952380952381","0.2245952380952381","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15605","0.2036038961038961","0.2036038961038961","0.2036038961038961","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18206","0.2112619047619048","0.2112619047619048","0.2112619047619048","","","","","","","","","","","","","","","","","","","","","","","","","","",""
